postcode,tax_individuals,medicare_levy_surcharge_num,govt_allow_payments_num,govt_pensions_allow_num,private_health_num
4731,104 ,1 ,11 ,7 ,66 
4732,91 ,3 ,17 ,7 ,54 
4735,719 ,4 ,52 ,35 ,393 
4736,67 ,5 ,3 ,3 ,32 
4737,"4,682 ",144 ,366 ,255 ,"2,758 "
4738,629 ,13 ,36 ,30 ,420 
4739,185 ,2 ,16 ,13 ,100 
4740,"48,330 ","1,045 ","3,520 ","2,068 ","29,750 "
4741,"3,931 ",74 ,205 ,172 ,"2,662 "
4742,578 ,15 ,34 ,12 ,380 
4743,363 ,10 ,11 ,0 ,281 
4744,"4,731 ",199 ,172 ,65 ,"3,539 "
4745,"1,313 ",56 ,64 ,33 ,955 
4746,"1,013 ",37 ,35 ,15 ,821 
4750,"2,941 ",72 ,208 ,120 ,"1,809 "
4751,"2,781 ",36 ,167 ,103 ,"1,974 "
4753,"2,355 ",43 ,108 ,68 ,"1,650 "
4754,"1,276 ",30 ,77 ,56 ,778 
4756,372 ,3 ,40 ,28 ,213 
4757,164 ,1 ,13 ,13 ,93 
4798,497 ,7 ,29 ,27 ,332 
4799,559 ,12 ,53 ,46 ,270 
4800,"5,005 ",84 ,418 ,280 ,"2,638 "
4801,232 ,0 ,11 ,2 ,33 
4802,"6,762 ",137 ,587 ,332 ,"2,858 "
4803,930 ,2 ,35 ,7 ,275 
4804,939 ,24 ,85 ,42 ,592 
4805,"6,459 ",117 ,650 ,315 ,"2,614 "
4806,"2,217 ",8 ,181 ,133 ,"1,547 "
4807,"6,763 ",51 ,481 ,348 ,"4,329 "
4808,636 ,2 ,41 ,36 ,417 
4809,528 ,4 ,40 ,30 ,336 
4810,"13,789 ",258 ,"1,247 ",562 ,"7,795 "
4811,"7,040 ",97 ,559 ,296 ,"3,888 "
4812,"10,602 ",143 ,"1,068 ",613 ,"5,527 "
4813,750 ,2 ,22 ,1 ,70 
4814,"25,065 ",327 ,"2,300 ","1,277 ","13,949 "
4815,"10,454 ",129 ,"1,209 ",731 ,"4,668 "
4816,"4,420 ",79 ,512 ,288 ,"2,272 "
4817,"17,526 ",215 ,"1,353 ",834 ,"9,854 "
4818,"15,622 ",275 ,"1,143 ",697 ,"7,869 "
4819,"1,283 ",21 ,126 ,105 ,602 
4820,"5,239 ",48 ,530 ,328 ,"3,055 "
4821,816 ,12 ,71 ,43 ,503 
4822,506 ,3 ,31 ,19 ,302 
4823,527 ,11 ,31 ,12 ,339 
4824,"1,571 ",64 ,115 ,56 ,762 
4825,"11,687 ",643 ,805 ,319 ,"6,178 "
4828,92 ,4 ,10 ,6 ,24 
4829,269 ,3 ,18 ,8 ,138 
4830,520 ,13 ,148 ,26 ,86 
4849,776 ,10 ,70 ,60 ,311 
4850,"6,027 ",46 ,553 ,416 ,"4,088 "
4852,"2,057 ",30 ,178 ,137 ,889 
4854,"3,754 ",24 ,239 ,173 ,"1,366 "
4855,408 ,3 ,29 ,23 ,189 
4856,397 ,2 ,46 ,29 ,219 
4858,821 ,8 ,64 ,37 ,483 
4859,319 ,2 ,32 ,16 ,160 
4860,"6,126 ",55 ,656 ,416 ,"2,786 "
4861,755 ,11 ,95 ,74 ,347 
4865,"4,280 ",60 ,350 ,230 ,"2,178 "
4868,"11,270 ",157 ,"1,045 ",600 ,"5,419 "
4869,"9,491 ",133 ,927 ,534 ,"4,018 "
4870,"45,037 ",623 ,"3,909 ","2,188 ","19,755 "
4871,"5,850 ",67 ,834 ,397 ,"2,371 "
4872,"2,368 ",23 ,226 ,176 ,"1,166 "
4873,"3,582 ",54 ,379 ,238 ,"1,439 "
4874,"2,645 ",93 ,186 ,48 ,"1,518 "
4875,"2,691 ",88 ,481 ,147 ,446 
4876,827 ,24 ,168 ,56 ,100 
4877,"3,573 ",38 ,261 ,150 ,"1,282 "
4878,"7,576 ",125 ,738 ,420 ,"3,452 "
4879,"11,622 ",223 ,838 ,690 ,"5,928 "
4880,"6,975 ",76 ,644 ,467 ,"3,242 "
4881,"2,479 ",39 ,306 ,169 ,969 
4882,"1,784 ",20 ,133 ,125 ,953 
4883,"4,512 ",45 ,522 ,429 ,"2,107 "
4884,"1,105 ",21 ,68 ,116 ,628 
4885,"2,284 ",28 ,213 ,209 ,"1,048 "
4886,441 ,4 ,45 ,35 ,196 
4887,889 ,11 ,139 ,73 ,328 
4888,"1,183 ",24 ,186 ,94 ,373 
4890,648 ,21 ,149 ,36 ,190 
4891,318 ,9 ,27 ,12 ,139 
4895,"1,918 ",40 ,362 ,135 ,455 
QLD other,"7,844 ",150 ,569 ,265 ,"2,922 "
5000,"7,896 ",118 ,600 ,201 ,"4,504 "
5006,"4,272 ",68 ,261 ,173 ,"3,189 "
5007,"3,888 ",46 ,412 ,135 ,"2,343 "
5008,"6,826 ",62 ,766 ,256 ,"3,650 "
5009,"2,823 ",21 ,249 ,150 ,"1,677 "
5010,"2,505 ",10 ,295 ,107 ,962 
5011,"6,353 ",52 ,565 ,252 ,"3,929 "
5012,"4,903 ",38 ,739 ,213 ,"1,666 "
5013,"4,768 ",31 ,622 ,247 ,"2,009 "
5014,"6,269 ",38 ,615 ,316 ,"3,680 "
5015,"3,432 ",46 ,356 ,152 ,"1,947 "
5016,"5,029 ",53 ,405 ,269 ,"3,335 "
5017,"2,292 ",22 ,315 ,128 ,"1,099 "
5018,"3,578 ",37 ,227 ,210 ,"2,529 "
5019,"5,048 ",78 ,404 ,313 ,"3,290 "
5020,"1,949 ",19 ,76 ,155 ,"1,482 "
5021,"3,896 ",50 ,167 ,349 ,"2,993 "
5022,"9,596 ",113 ,519 ,596 ,"7,366 "
5023,"8,469 ",54 ,857 ,576 ,"5,036 "
5024,"8,501 ",72 ,471 ,640 ,"6,345 "
5025,"4,751 ",34 ,327 ,319 ,"3,374 "
5031,"5,547 ",55 ,565 ,207 ,"3,425 "
5032,"7,421 ",44 ,526 ,426 ,"4,932 "
5033,"4,507 ",28 ,482 ,212 ,"2,587 "
5034,"6,440 ",62 ,420 ,291 ,"4,976 "
5035,"3,605 ",33 ,312 ,180 ,"2,424 "
5037,"5,784 ",40 ,477 ,319 ,"3,719 "
5038,"8,991 ",77 ,784 ,479 ,"5,342 "
5039,"4,940 ",37 ,438 ,262 ,"3,287 "
5040,"1,373 ",14 ,93 ,123 ,"1,075 "
5041,"8,042 ",69 ,462 ,493 ,"6,291 "
5042,"5,645 ",40 ,597 ,431 ,"3,378 "
5043,"9,264 ",70 ,951 ,706 ,"5,582 "
5044,"6,633 ",54 ,414 ,519 ,"5,117 "
5045,"10,460 ",133 ,749 ,612 ,"7,503 "
5046,"5,023 ",29 ,464 ,409 ,"3,368 "
5047,"4,274 ",38 ,431 ,348 ,"2,631 "
5048,"8,529 ",113 ,567 ,779 ,"6,296 "
5049,"6,269 ",91 ,376 ,427 ,"4,583 "
5050,"3,408 ",45 ,219 ,304 ,"2,521 "
5051,"9,050 ",90 ,455 ,622 ,"7,020 "
5052,"4,032 ",39 ,197 ,326 ,"3,238 "
5061,"6,610 ",76 ,336 ,265 ,"5,431 "
5062,"9,754 ",63 ,534 ,586 ,"8,085 "
5063,"7,604 ",63 ,523 ,384 ,"5,888 "
5064,"6,397 ",44 ,259 ,434 ,"5,297 "
5065,"6,613 ",60 ,331 ,450 ,"5,329 "
5066,"7,995 ",85 ,306 ,434 ,"6,840 "
5067,"6,626 ",88 ,459 ,304 ,"4,996 "
5068,"7,544 ",64 ,447 ,471 ,"5,910 "
5069,"5,367 ",47 ,338 ,219 ,"4,209 "
5070,"8,016 ",55 ,534 ,510 ,"5,591 "
5072,"7,455 ",66 ,448 ,456 ,"5,742 "
5073,"8,623 ",55 ,552 ,625 ,"6,242 "
5074,"6,872 ",40 ,524 ,474 ,"4,520 "
5075,"6,057 ",34 ,391 ,448 ,"4,270 "
5076,"5,852 ",41 ,327 ,314 ,"4,535 "
5081,"5,894 ",54 ,318 ,298 ,"4,706 "
5082,"8,881 ",113 ,665 ,334 ,"6,194 "
5083,"4,308 ",40 ,331 ,186 ,"2,908 "
5084,"4,303 ",26 ,629 ,169 ,"1,693 "
5085,"9,572 ",68 ,848 ,492 ,"5,373 "
5086,"8,406 ",62 ,771 ,424 ,"4,893 "
5087,"6,075 ",45 ,494 ,358 ,"3,668 "
5088,"1,788 ",13 ,184 ,96 ,943 
5089,"4,128 ",30 ,216 ,276 ,"3,078 "
5090,"4,108 ",10 ,274 ,430 ,"2,671 "
5091,"4,412 ",37 ,254 ,379 ,"3,024 "
5092,"9,686 ",48 ,753 ,630 ,"5,941 "
5093,"4,712 ",46 ,440 ,363 ,"2,669 "
5094,466 ,3 ,62 ,35 ,194 
5095,"11,110 ",100 ,930 ,427 ,"6,118 "
5096,"7,418 ",47 ,670 ,418 ,"4,047 "
5097,"7,922 ",52 ,564 ,539 ,"5,364 "
5098,"6,103 ",29 ,560 ,486 ,"3,355 "
5106,99 ,0 ,10 ,3 ,55 
5107,"8,076 ",46 ,921 ,423 ,"3,195 "
5108,"18,383 ",130 ,"2,533 ","1,023 ","7,137 "
5109,"10,571 ",67 ,"1,100 ",717 ,"5,560 "
5110,"4,007 ",24 ,416 ,191 ,"1,692 "
5111,288 ,0 ,12 ,0 ,33 
5112,"7,351 ",44 ,"1,185 ",563 ,"3,077 "
5113,"6,055 ",32 ,"1,431 ",544 ,"1,641 "
5114,"16,807 ",113 ,"1,930 ",934 ,"7,572 "
5115,"4,603 ",26 ,627 ,254 ,"1,703 "
5116,"4,341 ",31 ,422 ,308 ,"2,169 "
5117,"1,658 ",22 ,73 ,51 ,"1,066 "
5118,"10,350 ",119 ,752 ,620 ,"5,997 "
5120,"1,299 ",11 ,90 ,50 ,689 
5121,679 ,7 ,66 ,53 ,354 
5125,"11,374 ",81 ,655 ,556 ,"8,335 "
5126,"4,332 ",31 ,275 ,265 ,"2,867 "
5127,"4,859 ",43 ,286 ,220 ,"3,541 "
5131,650 ,7 ,30 ,25 ,469 
5132,267 ,1 ,8 ,12 ,200 
5133,309 ,2 ,14 ,17 ,222 
5134,239 ,2 ,13 ,16 ,176 
5136,289 ,3 ,22 ,13 ,223 
5137,366 ,5 ,17 ,23 ,286 
5138,174 ,3 ,6 ,10 ,112 
5139,147 ,3 ,9 ,4 ,111 
5140,267 ,1 ,4 ,10 ,223 
5141,441 ,3 ,17 ,22 ,359 
5142,470 ,5 ,13 ,27 ,386 
5144,232 ,0 ,14 ,10 ,179 
5151,262 ,8 ,15 ,4 ,202 
5152,"4,263 ",41 ,199 ,253 ,"3,470 "
5153,"3,925 ",50 ,219 ,195 ,"2,734 "
5154,"2,303 ",12 ,108 ,138 ,"1,879 "
5155,"2,425 ",29 ,153 ,112 ,"1,756 "
5156,633 ,10 ,32 ,31 ,455 
5157,"1,914 ",20 ,88 ,132 ,"1,401 "
5158,"15,205 ",111 ,"1,020 ",760 ,"10,182 "
5159,"20,491 ",198 ,"1,295 ","1,289 ","14,165 "
5160,154 ,6 ,12 ,5 ,92 
5161,"5,563 ",26 ,531 ,383 ,"3,111 "
5162,"18,255 ",116 ,"1,940 ","1,287 ","9,858 "
5163,"6,783 ",44 ,906 ,484 ,"3,192 "
5164,"1,898 ",12 ,345 ,155 ,737 
5165,"2,512 ",27 ,354 ,226 ,"1,176 "
5166,871 ,13 ,129 ,74 ,345 
5167,"3,187 ",31 ,305 ,230 ,"1,676 "
5168,"2,733 ",24 ,312 ,173 ,"1,372 "
5169,"8,692 ",63 ,851 ,536 ,"4,585 "
5170,656 ,9 ,51 ,37 ,343 
5171,"3,703 ",38 ,203 ,288 ,"2,437 "
5172,"2,505 ",33 ,137 ,152 ,"1,549 "
5173,"6,320 ",42 ,815 ,441 ,"3,059 "
5174,"1,458 ",17 ,160 ,94 ,735 
5201,"1,173 ",6 ,74 ,59 ,747 
5202,466 ,4 ,39 ,17 ,269 
5203,689 ,1 ,60 ,55 ,374 
5204,"1,345 ",14 ,118 ,164 ,787 
5210,"1,099 ",13 ,70 ,69 ,607 
5211,"7,614 ",65 ,758 ,"1,116 ","4,331 "
5212,"1,098 ",17 ,104 ,156 ,649 
5213,707 ,4 ,63 ,71 ,417 
5214,"3,921 ",34 ,407 ,621 ,"2,149 "
5220,242 ,4 ,22 ,10 ,88 
5221,168 ,0 ,14 ,28 ,74 
5222,384 ,0 ,29 ,46 ,182 
5223,"2,014 ",17 ,176 ,140 ,728 
5231,703 ,8 ,47 ,31 ,466 
5232,268 ,5 ,9 ,20 ,193 
5233,872 ,8 ,35 ,32 ,583 
5234,860 ,10 ,43 ,47 ,538 
5235,"1,310 ",11 ,83 ,83 ,747 
5236,134 ,1 ,16 ,5 ,62 
5237,193 ,3 ,17 ,12 ,105 
5238,"1,954 ",19 ,224 ,215 ,976 
5240,309 ,4 ,11 ,24 ,224 
5241,"1,454 ",6 ,78 ,95 ,855 
5242,986 ,6 ,42 ,59 ,729 
5243,590 ,3 ,21 ,34 ,466 
5244,"2,467 ",24 ,132 ,146 ,"1,656 "
5245,"1,954 ",14 ,85 ,165 ,"1,493 "
5250,"2,105 ",32 ,116 ,119 ,"1,503 "
5251,"8,020 ",66 ,675 ,555 ,"4,937 "
5252,"3,547 ",29 ,250 ,163 ,"2,072 "
5253,"9,378 ",79 ,"1,042 ",711 ,"3,592 "
5254,"1,154 ",15 ,116 ,72 ,540 
5255,"5,045 ",56 ,358 ,410 ,"2,979 "
5256,610 ,10 ,64 ,74 ,284 
5259,431 ,2 ,60 ,35 ,208 
5260,888 ,11 ,106 ,92 ,361 
5261,240 ,0 ,15 ,10 ,164 
5262,320 ,5 ,17 ,19 ,193 
5263,158 ,0 ,6 ,8 ,119 
5264,745 ,9 ,50 ,55 ,415 
5265,206 ,3 ,17 ,7 ,123 
5266,431 ,3 ,27 ,20 ,299 
5267,"1,255 ",3 ,61 ,41 ,825 
5268,"2,440 ",15 ,176 ,157 ,"1,150 "
5269,119 ,2 ,6 ,3 ,46 
5270,392 ,2 ,15 ,29 ,228 
5271,"4,895 ",36 ,352 ,314 ,"2,537 "
5272,553 ,8 ,22 ,31 ,340 
5273,88 ,0 ,8 ,2 ,68 
5275,"1,357 ",14 ,89 ,89 ,749 
5276,836 ,6 ,57 ,60 ,508 
5277,"1,636 ",17 ,161 ,86 ,833 
5278,323 ,3 ,28 ,16 ,186 
5279,199 ,0 ,28 ,9 ,81 
5280,"3,965 ",56 ,337 ,224 ,"2,107 "
5290,"15,081 ",157 ,"1,558 ",974 ,"7,614 "
5291,"3,771 ",70 ,256 ,175 ,"2,150 "
5301,310 ,4 ,27 ,33 ,184 
5302,519 ,13 ,24 ,44 ,322 
5303,132 ,0 ,10 ,6 ,54 
5304,556 ,5 ,41 ,33 ,277 
5306,54 ,0 ,0 ,4 ,31 
5307,355 ,6 ,40 ,39 ,183 
5311,112 ,0 ,14 ,6 ,61 
5320,278 ,2 ,39 ,21 ,122 
5321,159 ,2 ,20 ,22 ,68 
5322,337 ,3 ,24 ,34 ,148 
5330,"2,041 ",12 ,189 ,139 ,955 
5331,166 ,2 ,10 ,11 ,93 
5332,215 ,0 ,29 ,16 ,90 
5333,"3,431 ",48 ,310 ,263 ,"1,715 "
5340,800 ,4 ,63 ,53 ,341 
5341,"4,376 ",44 ,543 ,271 ,"1,784 "
5342,511 ,3 ,50 ,41 ,250 
5343,"2,858 ",27 ,332 ,254 ,"1,267 "
5344,383 ,4 ,50 ,31 ,142 
5345,"1,897 ",15 ,198 ,164 ,899 
5346,170 ,2 ,19 ,15 ,65 
5350,236 ,0 ,12 ,11 ,131 
5351,"3,344 ",38 ,173 ,205 ,"2,017 "
5352,"3,238 ",40 ,165 ,202 ,"2,173 "
5353,"2,212 ",25 ,155 ,130 ,"1,335 "
5354,190 ,0 ,16 ,12 ,80 
5355,"4,256 ",30 ,272 ,312 ,"2,646 "
5356,441 ,5 ,39 ,22 ,241 
5357,191 ,1 ,23 ,16 ,69 
5360,745 ,5 ,35 ,33 ,485 
5371,851 ,13 ,45 ,24 ,439 
5372,"1,152 ",8 ,77 ,50 ,598 
5373,"1,782 ",15 ,150 ,130 ,"1,024 "
5374,736 ,12 ,70 ,41 ,394 
5381,183 ,2 ,15 ,20 ,119 
5400,441 ,9 ,32 ,8 ,229 
5401,440 ,1 ,58 ,26 ,183 
5410,147 ,1 ,10 ,9 ,76 
5411,176 ,0 ,20 ,12 ,94 
5412,610 ,2 ,64 ,54 ,377 
5413,464 ,5 ,31 ,30 ,281 
5414,97 ,0 ,7 ,11 ,59 
5415,133 ,0 ,7 ,9 ,94 
5416,125 ,0 ,13 ,7 ,63 
5417,760 ,9 ,70 ,46 ,388 
5418,61 ,1 ,4 ,7 ,36 
5419,138 ,1 ,2 ,15 ,88 
5422,649 ,5 ,120 ,73 ,264 
5431,525 ,6 ,47 ,46 ,320 
5432,101 ,2 ,3 ,3 ,69 
5433,681 ,19 ,57 ,68 ,366 
5434,234 ,5 ,18 ,17 ,129 
5440,149 ,0 ,11 ,5 ,98 
5451,419 ,0 ,23 ,32 ,272 
5452,274 ,1 ,15 ,26 ,173 
5453,"3,013 ",28 ,177 ,214 ,"1,911 "
5454,212 ,0 ,22 ,17 ,141 
5460,381 ,6 ,32 ,28 ,188 
5461,"1,337 ",16 ,116 ,103 ,813 
5462,304 ,1 ,27 ,12 ,191 
5464,276 ,2 ,19 ,16 ,200 
5470,77 ,2 ,5 ,4 ,51 
5471,70 ,2 ,7 ,5 ,47 
5472,79 ,0 ,18 ,6 ,44 
5473,357 ,5 ,39 ,27 ,154 
5480,484 ,2 ,36 ,47 ,263 
5481,320 ,0 ,24 ,33 ,165 
5482,321 ,6 ,21 ,22 ,198 
5483,193 ,1 ,10 ,15 ,137 
5485,327 ,10 ,20 ,23 ,164 
5490,76 ,2 ,3 ,2 ,54 
5491,"1,070 ",17 ,53 ,51 ,700 
5495,221 ,2 ,29 ,25 ,98 
5501,"3,860 ",37 ,281 ,165 ,"1,931 "
5502,838 ,11 ,51 ,55 ,490 
5510,72 ,0 ,5 ,2 ,47 
5520,281 ,1 ,20 ,36 ,153 
5521,86 ,6 ,10 ,9 ,56 
5522,667 ,7 ,54 ,92 ,404 
5523,954 ,13 ,74 ,69 ,547 
5540,"6,953 ",92 ,906 ,477 ,"2,925 "
5550,508 ,2 ,37 ,18 ,174 
5552,140 ,2 ,16 ,3 ,97 
5554,"2,796 ",34 ,273 ,192 ,"1,562 "
5555,341 ,1 ,21 ,17 ,249 
5556,"1,721 ",20 ,229 ,168 ,836 
5558,"2,177 ",21 ,232 ,235 ,"1,289 "
5560,248 ,2 ,24 ,18 ,164 
5570,198 ,0 ,18 ,18 ,109 
5571,887 ,8 ,70 ,91 ,610 
5572,90 ,0 ,6 ,2 ,68 
5573,"1,079 ",16 ,96 ,89 ,713 
5575,"1,204 ",12 ,88 ,102 ,719 
5576,611 ,6 ,69 ,57 ,367 
5577,327 ,6 ,40 ,24 ,195 
5580,209 ,2 ,9 ,17 ,150 
5581,285 ,2 ,32 ,36 ,196 
5582,323 ,2 ,19 ,34 ,223 
5583,356 ,10 ,40 ,41 ,190 
5600,"3,664 ",101 ,230 ,170 ,"2,396 "
5602,732 ,14 ,42 ,51 ,448 
5603,245 ,1 ,18 ,17 ,142 
5604,118 ,2 ,14 ,10 ,78 
5605,"1,020 ",22 ,56 ,90 ,637 
5606,"8,525 ",167 ,865 ,545 ,"4,259 "
5607,"1,838 ",20 ,168 ,101 ,931 
5608,"5,869 ",158 ,790 ,401 ,"2,658 "
5609,790 ,40 ,43 ,24 ,516 
5630,70 ,0 ,8 ,1 ,36 
5631,798 ,15 ,36 ,28 ,505 
5632,135 ,8 ,2 ,0 ,90 
5633,211 ,1 ,17 ,12 ,134 
5640,661 ,15 ,24 ,45 ,418 
5641,642 ,4 ,32 ,49 ,457 
5642,113 ,6 ,5 ,3 ,84 
5650,74 ,4 ,5 ,2 ,31 
5651,110 ,2 ,3 ,2 ,86 
5652,476 ,11 ,25 ,29 ,273 
5654,116 ,3 ,10 ,11 ,52 
5655,64 ,4 ,5 ,0 ,32 
5661,85 ,2 ,7 ,2 ,46 
5670,273 ,6 ,24 ,12 ,109 
5671,100 ,12 ,4 ,2 ,54 
5680,"1,289 ",42 ,103 ,75 ,636 
5690,"2,214 ",75 ,304 ,155 ,806 
5700,"5,569 ",136 ,626 ,430 ,"2,624 "
5701,55 ,2 ,3 ,1 ,26 
5710,"1,265 ",24 ,90 ,60 ,669 
5720,116 ,3 ,6 ,3 ,57 
5722,193 ,14 ,30 ,16 ,73 
5723,813 ,17 ,96 ,62 ,300 
5724,92 ,2 ,17 ,5 ,29 
5725,"2,422 ",173 ,88 ,23 ,"1,666 "
5730,52 ,0 ,7 ,0 ,32 
5731,312 ,15 ,18 ,5 ,194 
5732,91 ,2 ,20 ,2 ,26 
5733,58 ,0 ,9 ,8 ,22 
5734,73 ,0 ,14 ,1 ,19 
SA other,"2,494 ",53 ,155 ,125 ,"1,226 "
7000,"8,644 ",91 ,918 ,382 ,"5,884 "
7004,"4,537 ",63 ,437 ,275 ,"3,105 "
7005,"8,264 ",77 ,596 ,479 ,"6,126 "
7007,"1,815 ",14 ,159 ,101 ,"1,412 "
7008,"7,051 ",38 ,586 ,432 ,"5,125 "
7009,"6,369 ",44 ,875 ,415 ,"3,436 "
7010,"7,710 ",31 ,973 ,668 ,"4,101 "
7011,"7,224 ",19 ,788 ,591 ,"3,862 "
7012,467 ,4 ,33 ,29 ,272 
7015,"6,050 ",20 ,390 ,556 ,"4,570 "
7016,967 ,2 ,171 ,78 ,358 
7017,"3,226 ",19 ,201 ,169 ,"2,231 "
7018,"11,975 ",53 ,886 ,"1,047 ","8,627 "
7019,"2,445 ",12 ,375 ,196 ,"1,155 "
7020,"1,590 ",14 ,87 ,62 ,"1,199 "
7021,"1,525 ",3 ,117 ,104 ,"1,114 "
7022,501 ,3 ,38 ,32 ,329 
7023,195 ,0 ,16 ,20 ,133 
7024,345 ,4 ,18 ,21 ,259 
7025,"1,122 ",8 ,52 ,78 ,857 
7026,513 ,1 ,36 ,40 ,292 
7027,126 ,0 ,18 ,6 ,59 
7030,"7,672 ",22 ,915 ,540 ,"3,704 "
7050,"6,679 ",32 ,579 ,442 ,"4,571 "
7052,"4,189 ",25 ,316 ,290 ,"3,016 "
7053,"2,118 ",23 ,142 ,142 ,"1,691 "
7054,"4,994 ",28 ,290 ,267 ,"3,450 "
7055,231 ,1 ,20 ,10 ,146 
7109,"4,624 ",20 ,486 ,329 ,"2,526 "
7112,"1,484 ",9 ,190 ,132 ,753 
7113,565 ,2 ,55 ,34 ,278 
7116,"1,067 ",3 ,141 ,80 ,515 
7117,467 ,4 ,39 ,34 ,203 
7120,826 ,2 ,88 ,76 ,444 
7140,"5,230 ",32 ,660 ,385 ,"2,485 "
7150,"1,564 ",10 ,112 ,113 ,998 
7155,462 ,3 ,28 ,36 ,315 
7162,371 ,1 ,24 ,31 ,232 
7163,183 ,2 ,16 ,26 ,107 
7170,"3,130 ",15 ,149 ,153 ,"2,567 "
7171,"1,691 ",7 ,156 ,124 ,"1,014 "
7172,"1,843 ",6 ,148 ,130 ,"1,039 "
7173,"3,422 ",25 ,368 ,230 ,"1,810 "
7174,89 ,0 ,12 ,8 ,48 
7175,116 ,0 ,10 ,8 ,55 
7176,84 ,0 ,9 ,8 ,59 
7177,242 ,0 ,28 ,24 ,147 
7178,122 ,0 ,13 ,8 ,71 
7179,229 ,1 ,15 ,22 ,142 
7180,95 ,0 ,16 ,13 ,45 
7182,107 ,0 ,15 ,14 ,53 
7184,359 ,3 ,55 ,38 ,143 
7185,56 ,2 ,3 ,8 ,28 
7186,69 ,0 ,5 ,7 ,42 
7187,67 ,0 ,3 ,4 ,46 
7190,"1,570 ",5 ,131 ,177 ,937 
7209,218 ,1 ,13 ,18 ,113 
7210,510 ,7 ,58 ,43 ,236 
7211,109 ,0 ,16 ,6 ,51 
7212,"1,049 ",4 ,88 ,75 ,572 
7213,122 ,2 ,22 ,6 ,44 
7214,222 ,2 ,35 ,15 ,109 
7215,"1,811 ",17 ,245 ,149 ,877 
7216,"1,540 ",14 ,211 ,173 ,688 
7248,"6,518 ",32 ,"1,301 ",455 ,"2,450 "
7249,"5,999 ",40 ,698 ,456 ,"3,087 "
7250,"27,891 ",264 ,"2,751 ","1,899 ","16,734 "
7252,"1,556 ",9 ,106 ,96 ,912 
7253,"1,912 ",10 ,307 ,144 ,836 
7254,295 ,0 ,28 ,19 ,142 
7255,498 ,4 ,35 ,35 ,254 
7256,988 ,16 ,55 ,74 ,519 
7258,546 ,5 ,19 ,22 ,414 
7259,260 ,1 ,18 ,21 ,124 
7260,"1,628 ",11 ,189 ,124 ,765 
7261,189 ,1 ,31 ,23 ,76 
7262,962 ,6 ,88 ,78 ,469 
7263,290 ,5 ,46 ,25 ,123 
7264,275 ,1 ,42 ,16 ,108 
7265,116 ,1 ,12 ,5 ,62 
7267,447 ,3 ,29 ,22 ,234 
7268,576 ,8 ,50 ,40 ,328 
7270,"1,945 ",22 ,268 ,182 ,921 
7275,"1,765 ",15 ,154 ,127 ,942 
7276,294 ,2 ,28 ,35 ,162 
7277,"3,109 ",36 ,197 ,220 ,"1,938 "
7290,"1,253 ",5 ,86 ,69 ,673 
7291,317 ,4 ,27 ,27 ,173 
7292,347 ,4 ,11 ,16 ,221 
7300,"1,856 ",11 ,130 ,112 ,"1,033 "
7301,"2,327 ",14 ,228 ,188 ,"1,226 "
7302,908 ,7 ,91 ,59 ,443 
7303,"1,388 ",9 ,144 ,103 ,690 
7304,"3,062 ",34 ,315 ,278 ,"1,349 "
7305,536 ,4 ,79 ,38 ,160 
7306,"2,022 ",19 ,224 ,163 ,755 
7307,"5,318 ",57 ,540 ,413 ,"2,466 "
7310,"14,047 ",163 ,"1,727 ","1,096 ","5,805 "
7315,"7,481 ",92 ,817 ,576 ,"3,291 "
7316,"3,214 ",43 ,329 ,204 ,"1,600 "
7320,"8,525 ",102 ,"1,156 ",537 ,"3,824 "
7321,"2,224 ",34 ,254 ,121 ,964 
7322,"1,923 ",26 ,213 ,123 ,871 
7325,"4,326 ",44 ,470 ,321 ,"1,950 "
7330,"3,637 ",79 ,326 ,186 ,"1,379 "
7331,358 ,9 ,22 ,26 ,187 
7467,782 ,14 ,141 ,53 ,351 
7468,410 ,9 ,40 ,23 ,189 
7469,341 ,4 ,57 ,15 ,154 
7470,350 ,9 ,43 ,14 ,160 
TAS other,"1,544 ",15 ,106 ,115 ,824 
3000,"20,561 ",287 ,694 ,180 ,"6,949 "
3002,"3,530 ",79 ,152 ,77 ,"2,646 "
3003,"3,227 ",44 ,204 ,38 ,"1,671 "
3004,"7,084 ",156 ,240 ,122 ,"4,494 "
3006,"11,375 ",269 ,388 ,111 ,"6,034 "
3008,"6,576 ",156 ,200 ,59 ,"3,261 "
3010,57 ,2 ,2 ,5 ,31 
3011,"12,275 ",170 ,"1,304 ",260 ,"5,251 "
3012,"14,334 ",170 ,"1,341 ",382 ,"6,574 "
3013,"8,725 ",151 ,525 ,215 ,"5,517 "
3015,"10,152 ",176 ,564 ,276 ,"6,629 "
3016,"9,466 ",130 ,471 ,351 ,"7,000 "
3018,"7,471 ",125 ,437 ,407 ,"4,289 "
3019,"3,990 ",35 ,575 ,130 ,984 
3020,"20,676 ",198 ,"2,676 ",877 ,"5,598 "
3021,"24,026 ",185 ,"3,339 ","1,176 ","5,259 "
3022,"1,902 ",18 ,247 ,86 ,553 
3023,"31,629 ",341 ,"2,824 ",994 ,"11,429 "
3024,"11,362 ",89 ,"1,043 ",465 ,"3,826 "
3025,"5,712 ",82 ,489 ,260 ,"2,586 "
3026,173 ,5 ,8 ,3 ,71 
3027,"3,552 ",43 ,168 ,51 ,"1,737 "
