postcode,electorate,2016_score,2015_score,2014_score,2013_score,2012_score,2011_score
6630,Kalgoorlie,0,0,0,0,0,0
6631,Kalgoorlie,0,0,0,0,0,0
6632,Kalgoorlie,0,0,0,0,0,0
6635,Kalgoorlie,0,0,0,0,0,0
6638,Kalgoorlie,0,0,0,0,0,0
6639,Kalgoorlie,0,0,0,0,0,0
6640,Kalgoorlie,0,0,0,0,0,0
6642,Kalgoorlie,0,0,0,0,0,0
6646,Kalgoorlie,0,0,0,0,0,0
6701,Kalgoorlie,0,0,0,0,0,0
6705,Kalgoorlie,0,0,0,0,0,0
6707,Kalgoorlie,0,0,0,0,0,0
6710,Kalgoorlie,0,0,0,0,0,0
6711,Kalgoorlie,0,0,0,0,0,0
6712,Kalgoorlie,0,0,0,0,0,0
6713,Kalgoorlie,0,0,0,0,0,0
6714,Kalgoorlie,0,0,0,0,0,0
6715,Kalgoorlie,0,0,0,0,0,0
6716,Kalgoorlie,0,0,0,0,0,0
6718,Kalgoorlie,0,0,0,0,0,0
6720,Kalgoorlie,0,0,0,0,0,0
6721,Kalgoorlie,0,0,0,0,0,0
6722,Kalgoorlie,0,0,0,0,0,0
6723,Kalgoorlie,0,0,0,0,0,0
6725,Kalgoorlie,0,0,0,0,0,0
6726,Kalgoorlie,0,0,0,0,0,0
6728,Kalgoorlie,0,0,0,0,0,0
6731,Kalgoorlie,0,0,0,0,0,0
6733,Kalgoorlie,0,0,0,0,0,0
6740,Kalgoorlie,0,0,0,0,0,0
6743,Kalgoorlie,0,0,0,0,0,0
6751,Kalgoorlie,0,0,0,0,0,0
6753,Kalgoorlie,0,0,0,0,0,0
6754,Kalgoorlie,0,0,0,0,0,0
6758,Kalgoorlie,0,0,0,0,0,0
6760,Kalgoorlie,0,0,0,0,0,0
6761,Kalgoorlie,0,0,0,0,0,0
6762,Kalgoorlie,0,0,0,0,0,0
6765,Kalgoorlie,0,0,0,0,0,0
6770,Kalgoorlie,0,0,0,0,0,0
6798,Lingiari,4,4,4,4,4.2,4.2
6799,Lingiari,4,4,4,4,4.2,4.2
7000,Denison,5,5,5,5,5,5
7004,Denison,5,5,5,5,5,5
7005,Denison,5,5,5,5,5,5
7007,Denison,5,5,5,5,5,5
7008,Denison,5,5,5,5,5,5
7009,Denison,5,5,5,5,5,5
7010,Denison,5,5,5,5,5,5
7011,Denison,5,5,5,5,5,5
7012,Denison,5,5,5,5,5,5
7015,Franklin,4,4,4,4,4.2,4.2
7016,Franklin,4,4,4,4,4.2,4.2
7017,Franklin,4,4,4,4,4.2,4.2
7017,Lyons,4,6.5,6.5,6.5,4.2,4.2
7018,Franklin,4,4,4,4,4.2,4.2
7019,Franklin,4,4,4,4,4.2,4.2
7020,Franklin,4,4,4,4,4.2,4.2
7021,Franklin,4,4,4,4,4.2,4.2
7022,Franklin,4,4,4,4,4.2,4.2
7023,Franklin,4,4,4,4,4.2,4.2
7024,Franklin,4,4,4,4,4.2,4.2
7025,Lyons,4,6.5,6.5,6.5,4.2,4.2
7026,Lyons,4,6.5,6.5,6.5,4.2,4.2
7027,Lyons,4,6.5,6.5,6.5,4.2,4.2
7030,Denison,5,5,5,5,5,5
7030,Franklin,4,4,4,4,4.2,4.2
7030,Lyons,4,6.5,6.5,6.5,4.2,4.2
7050,Denison,5,5,5,5,5,5
7050,Franklin,4,4,4,4,4.2,4.2
7052,Franklin,4,4,4,4,4.2,4.2
7053,Denison,5,5,5,5,5,5
7053,Franklin,4,4,4,4,4.2,4.2
7054,Denison,5,5,5,5,5,5
7054,Franklin,4,4,4,4,4.2,4.2
7055,Franklin,4,4,4,4,4.2,4.2
7109,Franklin,4,4,4,4,4.2,4.2
7112,Franklin,4,4,4,4,4.2,4.2
7113,Franklin,4,4,4,4,4.2,4.2
7116,Franklin,4,4,4,4,4.2,4.2
7117,Franklin,4,4,4,4,4.2,4.2
7119,Lyons,4,6.5,6.5,6.5,4.2,4.2
7120,Lyons,4,6.5,6.5,6.5,4.2,4.2
7139,Lyons,4,6.5,6.5,6.5,4.2,4.2
7140,Lyons,4,6.5,6.5,6.5,4.2,4.2
7150,Franklin,4,4,4,4,4.2,4.2
7155,Franklin,4,4,4,4,4.2,4.2
7162,Franklin,4,4,4,4,4.2,4.2
7163,Franklin,4,4,4,4,4.2,4.2
7170,Franklin,4,4,4,4,4.2,4.2
7171,Lyons,4,6.5,6.5,6.5,4.2,4.2
7172,Lyons,4,6.5,6.5,6.5,4.2,4.2
7173,Lyons,4,6.5,6.5,6.5,4.2,4.2
7174,Lyons,4,6.5,6.5,6.5,4.2,4.2
7175,Lyons,4,6.5,6.5,6.5,4.2,4.2
7176,Lyons,4,6.5,6.5,6.5,4.2,4.2
7177,Lyons,4,6.5,6.5,6.5,4.2,4.2
7178,Lyons,4,6.5,6.5,6.5,4.2,4.2
7179,Lyons,4,6.5,6.5,6.5,4.2,4.2
7180,Lyons,4,6.5,6.5,6.5,4.2,4.2
7182,Lyons,4,6.5,6.5,6.5,4.2,4.2
7183,Lyons,4,6.5,6.5,6.5,4.2,4.2
7184,Lyons,4,6.5,6.5,6.5,4.2,4.2
7185,Lyons,4,6.5,6.5,6.5,4.2,4.2
7186,Lyons,4,6.5,6.5,6.5,4.2,4.2
7187,Lyons,4,6.5,6.5,6.5,4.2,4.2
7190,Lyons,4,6.5,6.5,6.5,4.2,4.2
7209,Lyons,4,6.5,6.5,6.5,4.2,4.2
7210,Lyons,4,6.5,6.5,6.5,4.2,4.2
7211,Lyons,4,6.5,6.5,6.5,4.2,4.2
7212,Bass,4,6.5,6.5,6.5,4.2,4.2
7212,Lyons,4,6.5,6.5,6.5,4.2,4.2
7213,Lyons,4,6.5,6.5,6.5,4.2,4.2
7214,Lyons,4,6.5,6.5,6.5,4.2,4.2
7215,Lyons,4,6.5,6.5,6.5,4.2,4.2
7216,Lyons,4,6.5,6.5,6.5,4.2,4.2
7248,Bass,4,6.5,6.5,6.5,4.2,4.2
7249,Bass,4,6.5,6.5,6.5,4.2,4.2
7250,Bass,4,6.5,6.5,6.5,4.2,4.2
7252,Bass,4,6.5,6.5,6.5,4.2,4.2
7253,Bass,4,6.5,6.5,6.5,4.2,4.2
7254,Bass,4,6.5,6.5,6.5,4.2,4.2
7255,Bass,4,6.5,6.5,6.5,4.2,4.2
7256,Braddon,4,6.5,6.5,6.5,4.2,4.2
7257,Bass,4,6.5,6.5,6.5,4.2,4.2
7258,Bass,4,6.5,6.5,6.5,4.2,4.2
7258,Lyons,4,6.5,6.5,6.5,4.2,4.2
7259,Bass,4,6.5,6.5,6.5,4.2,4.2
7260,Bass,4,6.5,6.5,6.5,4.2,4.2
7261,Bass,4,6.5,6.5,6.5,4.2,4.2
7262,Bass,4,6.5,6.5,6.5,4.2,4.2
7263,Bass,4,6.5,6.5,6.5,4.2,4.2
7264,Bass,4,6.5,6.5,6.5,4.2,4.2
7264,Lyons,4,6.5,6.5,6.5,4.2,4.2
7265,Bass,4,6.5,6.5,6.5,4.2,4.2
7267,Bass,4,6.5,6.5,6.5,4.2,4.2
7268,Bass,4,6.5,6.5,6.5,4.2,4.2
7270,Lyons,4,6.5,6.5,6.5,4.2,4.2
7275,Lyons,4,6.5,6.5,6.5,4.2,4.2
7276,Lyons,4,6.5,6.5,6.5,4.2,4.2
7277,Bass,4,6.5,6.5,6.5,4.2,4.2
7277,Lyons,4,6.5,6.5,6.5,4.2,4.2
7290,Lyons,4,6.5,6.5,6.5,4.2,4.2
7291,Lyons,4,6.5,6.5,6.5,4.2,4.2
7292,Lyons,4,6.5,6.5,6.5,4.2,4.2
7300,Lyons,4,6.5,6.5,6.5,4.2,4.2
7301,Lyons,4,6.5,6.5,6.5,4.2,4.2
7302,Lyons,4,6.5,6.5,6.5,4.2,4.2
7303,Lyons,4,6.5,6.5,6.5,4.2,4.2
7304,Lyons,4,6.5,6.5,6.5,4.2,4.2
7305,Lyons,4,6.5,6.5,6.5,4.2,4.2
7306,Lyons,4,6.5,6.5,6.5,4.2,4.2
7307,Braddon,4,6.5,6.5,6.5,4.2,4.2
7310,Braddon,4,6.5,6.5,6.5,4.2,4.2
7310,Lyons,4,6.5,6.5,6.5,4.2,4.2
7315,Braddon,4,6.5,6.5,6.5,4.2,4.2
7316,Braddon,4,6.5,6.5,6.5,4.2,4.2
7320,Braddon,4,6.5,6.5,6.5,4.2,4.2
7321,Braddon,4,6.5,6.5,6.5,4.2,4.2
7321,Lyons,4,6.5,6.5,6.5,4.2,4.2
7322,Braddon,4,6.5,6.5,6.5,4.2,4.2
7325,Braddon,4,6.5,6.5,6.5,4.2,4.2
7330,Braddon,4,6.5,6.5,6.5,4.2,4.2
7331,Braddon,4,6.5,6.5,6.5,4.2,4.2
7466,Lyons,4,6.5,6.5,6.5,4.2,4.2
7467,Lyons,4,6.5,6.5,6.5,4.2,4.2
7468,Lyons,4,6.5,6.5,6.5,4.2,4.2
7469,Lyons,4,6.5,6.5,6.5,4.2,4.2
7470,Lyons,4,6.5,6.5,6.5,4.2,4.2
