postcode,electorate,2016_score,2015_score,2014_score,2013_score,2012_score,2011_score
3814,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3815,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3816,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3818,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3820,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3821,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3822,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3823,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3824,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3825,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3825,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3831,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3833,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3835,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3840,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3842,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3844,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3847,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3850,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3851,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3852,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3854,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3856,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3857,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3858,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3859,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3860,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3862,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3864,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3865,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3869,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3870,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3871,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3873,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3874,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3875,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3878,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3880,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3882,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3885,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3886,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3887,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3888,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3889,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3890,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3891,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3892,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3893,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3895,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3896,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3898,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3900,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3902,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3903,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3904,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3909,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3910,Dunkley,6.3,6.5,6.5,6.5,6.3,6.3
3911,Dunkley,6.3,6.5,6.5,6.5,6.3,6.3
3911,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3912,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3913,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3915,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3916,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3918,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3919,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3920,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3921,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3922,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3923,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3925,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3926,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3927,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3928,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3929,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3930,Dunkley,6.3,6.5,6.5,6.5,6.3,6.3
3931,Dunkley,6.3,6.5,6.5,6.5,6.3,6.3
3933,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3934,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3936,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3937,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3938,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3939,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3940,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3941,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3942,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3943,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3944,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3945,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3946,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3950,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3951,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3953,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3954,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3956,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3957,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3958,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3959,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3960,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3962,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3962,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3964,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3965,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3966,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3967,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3971,Gippsland,6.3,6.2,6.2,6.2,6.1,6.1
3975,Holt,4,4,4,4,4.2,4.2
3976,Holt,4,4,4,4,4.2,4.2
3977,Dunkley,6.3,6.5,6.5,6.5,6.3,6.3
3977,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3977,Holt,4,4,4,4,4.2,4.2
3977,Isaacs,4,4,4,4,4.2,4.2
3978,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3978,La Trobe,6.3,6.5,6.5,6.5,4.2,4.2
3979,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3980,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3981,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3984,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3987,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3988,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3989,Melbourne,3,3,3,3,3.3,3.3
3990,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3991,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3992,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3995,Flinders,6.3,6.5,6.5,6.5,6.3,6.3
3995,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
3996,McMillan,6.3,6.5,6.5,6.5,6.3,6.3
4000,Brisbane,6.3,6.5,6.5,6.5,6.1,6.1
4005,Brisbane,6.3,6.5,6.5,6.5,6.1,6.1
4006,Brisbane,6.3,6.5,6.5,6.5,6.1,6.1
4007,Lilley,4,4,4,4,4.2,4.2
4008,Lilley,4,4,4,4,4.2,4.2
4009,Lilley,4,4,4,4,4.2,4.2
4010,Lilley,4,4,4,4,4.2,4.2
4011,Lilley,4,4,4,4,4.2,4.2
4012,Lilley,4,4,4,4,4.2,4.2
4013,Lilley,4,4,4,4,4.2,4.2
4014,Lilley,4,4,4,4,4.2,4.2
4017,Lilley,4,4,4,4,4.2,4.2
4017,Petrie,6.3,6.5,6.5,6.5,4.2,4.2
4018,Lilley,4,4,4,4,4.2,4.2
4018,Petrie,6.3,6.5,6.5,6.5,4.2,4.2
4019,Petrie,6.3,6.5,6.5,6.5,4.2,4.2
4020,Petrie,6.3,6.5,6.5,6.5,4.2,4.2
4021,Petrie,6.3,6.5,6.5,6.5,4.2,4.2
4022,Petrie,6.3,6.5,6.5,6.5,4.2,4.2
4025,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4029,Brisbane,6.3,6.5,6.5,6.5,6.1,6.1
4030,Brisbane,6.3,6.5,6.5,6.5,6.1,6.1
4030,Lilley,4,4,4,4,4.2,4.2
4031,Lilley,4,4,4,4,4.2,4.2
4032,Lilley,4,4,4,4,4.2,4.2
4032,Petrie,6.3,6.5,6.5,6.5,4.2,4.2
4034,Lilley,4,4,4,4,4.2,4.2
4034,Petrie,6.3,6.5,6.5,6.5,4.2,4.2
4035,Dickson,6.3,6.5,6.5,6.5,6.1,6.1
4035,Petrie,6.3,6.5,6.5,6.5,4.2,4.2
4036,Petrie,6.3,6.5,6.5,6.5,4.2,4.2
4037,Dickson,6.3,6.5,6.5,6.5,6.1,6.1
4051,Brisbane,6.3,6.5,6.5,6.5,6.1,6.1
4053,Brisbane,6.3,6.5,6.5,6.5,6.1,6.1
4053,Dickson,6.3,6.5,6.5,6.5,6.1,6.1
4053,Lilley,4,4,4,4,4.2,4.2
4053,Petrie,6.3,6.5,6.5,6.5,4.2,4.2
4054,Brisbane,6.3,6.5,6.5,6.5,6.1,6.1
4054,Dickson,6.3,6.5,6.5,6.5,6.1,6.1
4055,Brisbane,6.3,6.5,6.5,6.5,6.1,6.1
4055,Dickson,6.3,6.5,6.5,6.5,6.1,6.1
4059,Brisbane,6.3,6.5,6.5,6.5,6.1,6.1
4060,Brisbane,6.3,6.5,6.5,6.5,6.1,6.1
4061,Ryan,6.3,6.5,6.5,6.5,6.1,6.1
4064,Brisbane,6.3,6.5,6.5,6.5,6.1,6.1
4064,Ryan,6.3,6.5,6.5,6.5,6.1,6.1
4065,Brisbane,6.3,6.5,6.5,6.5,6.1,6.1
4065,Ryan,6.3,6.5,6.5,6.5,6.1,6.1
4066,Ryan,6.3,6.5,6.5,6.5,6.1,6.1
4067,Ryan,6.3,6.5,6.5,6.5,6.1,6.1
4068,Moreton,4,4,4,4,4.2,4.2
4068,Ryan,6.3,6.5,6.5,6.5,6.1,6.1
4069,Ryan,6.3,6.5,6.5,6.5,6.1,6.1
4070,Ryan,6.3,6.5,6.5,6.5,6.1,6.1
4072,Ryan,6.3,6.5,6.5,6.5,6.1,6.1
4073,Oxley,4,4,4,4,4.2,4.2
4074,Ryan,6.3,6.5,6.5,6.5,6.1,6.1
4075,Moreton,4,4,4,4,4.2,4.2
4075,Oxley,4,4,4,4,4.2,4.2
4076,Oxley,4,4,4,4,4.2,4.2
4077,Oxley,4,4,4,4,4.2,4.2
4078,Oxley,4,4,4,4,4.2,4.2
4101,Griffith,4,4,4,4,4.2,4.2
4102,Griffith,4,4,4,4,4.2,4.2
4103,Griffith,4,4,4,4,4.2,4.2
4103,Moreton,4,4,4,4,4.2,4.2
4104,Moreton,4,4,4,4,4.2,4.2
4105,Moreton,4,4,4,4,4.2,4.2
4106,Moreton,4,4,4,4,4.2,4.2
4107,Moreton,4,4,4,4,4.2,4.2
4108,Moreton,4,4,4,4,4.2,4.2
4109,Moreton,4,4,4,4,4.2,4.2
4110,Moreton,4,4,4,4,4.2,4.2
4110,Oxley,4,4,4,4,4.2,4.2
4111,Moreton,4,4,4,4,4.2,4.2
4112,Moreton,4,4,4,4,4.2,4.2
4112,Rankin,4,4,4,4,4.2,4.2
4113,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4113,Moreton,4,4,4,4,4.2,4.2
4113,Rankin,4,4,4,4,4.2,4.2
4114,Rankin,4,4,4,4,4.2,4.2
4115,Moreton,4,4,4,4,4.2,4.2
4116,Moreton,4,4,4,4,4.2,4.2
4116,Rankin,4,4,4,4,4.2,4.2
4117,Rankin,4,4,4,4,4.2,4.2
4118,Oxley,4,4,4,4,4.2,4.2
4118,Rankin,4,4,4,4,4.2,4.2
4119,Rankin,4,4,4,4,4.2,4.2
4120,Griffith,4,4,4,4,4.2,4.2
4121,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4121,Griffith,4,4,4,4,4.2,4.2
4121,Moreton,4,4,4,4,4.2,4.2
4122,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4122,Griffith,4,4,4,4,4.2,4.2
4123,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4123,Rankin,4,4,4,4,4.2,4.2
4124,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4124,Rankin,4,4,4,4,4.2,4.2
4125,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4125,Rankin,4,4,4,4,4.2,4.2
4127,Rankin,4,4,4,4,4.2,4.2
4128,Rankin,4,4,4,4,4.2,4.2
4129,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4129,Rankin,4,4,4,4,4.2,4.2
4130,Bowman,6.3,6.5,6.5,6.5,6.1,6.1
4131,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4132,Rankin,4,4,4,4,4.2,4.2
4133,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4151,Griffith,4,4,4,4,4.2,4.2
4152,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4152,Griffith,4,4,4,4,4.2,4.2
4153,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4154,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4155,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4156,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4157,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4157,Bowman,6.3,6.5,6.5,6.5,6.1,6.1
4158,Bowman,6.3,6.5,6.5,6.5,6.1,6.1
4159,Bowman,6.3,6.5,6.5,6.5,6.1,6.1
4160,Bowman,6.3,6.5,6.5,6.5,6.1,6.1
4161,Bowman,6.3,6.5,6.5,6.5,6.1,6.1
4163,Bowman,6.3,6.5,6.5,6.5,6.1,6.1
4164,Bowman,6.3,6.5,6.5,6.5,6.1,6.1
4165,Bowman,6.3,6.5,6.5,6.5,6.1,6.1
4169,Griffith,4,4,4,4,4.2,4.2
4170,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4170,Griffith,4,4,4,4,4.2,4.2
4171,Griffith,4,4,4,4,4.2,4.2
4172,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4172,Griffith,4,4,4,4,4.2,4.2
4173,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4174,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4178,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4179,Bonner,6.3,6.5,6.5,6.5,6.1,6.1
4183,Bowman,6.3,6.5,6.5,6.5,6.1,6.1
4184,Bowman,6.3,6.5,6.5,6.5,6.1,6.1
4205,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4207,Fadden,6.3,6.5,6.5,6.5,6.1,6.1
4207,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4208,Fadden,6.3,6.5,6.5,6.5,6.1,6.1
4208,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4209,Fadden,6.3,6.5,6.5,6.5,6.1,6.1
4209,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4210,Fadden,6.3,6.5,6.5,6.5,6.1,6.1
4210,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4211,Fadden,6.3,6.5,6.5,6.5,6.1,6.1
4211,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4211,Moncrieff,6.3,6.5,6.5,6.5,6.1,6.1
4212,Fadden,6.3,6.5,6.5,6.5,6.1,6.1
4213,McPherson,6.3,6.5,6.5,6.5,6.1,6.1
4213,Moncrieff,6.3,6.5,6.5,6.5,6.1,6.1
4214,Fadden,6.3,6.5,6.5,6.5,6.1,6.1
4214,Moncrieff,6.3,6.5,6.5,6.5,6.1,6.1
4215,Fadden,6.3,6.5,6.5,6.5,6.1,6.1
4215,Moncrieff,6.3,6.5,6.5,6.5,6.1,6.1
4216,Fadden,6.3,6.5,6.5,6.5,6.1,6.1
4217,Moncrieff,6.3,6.5,6.5,6.5,6.1,6.1
4218,Moncrieff,6.3,6.5,6.5,6.5,6.1,6.1
4219,McPherson,6.3,6.5,6.5,6.5,6.1,6.1
4220,McPherson,6.3,6.5,6.5,6.5,6.1,6.1
4220,Moncrieff,6.3,6.5,6.5,6.5,6.1,6.1
4221,McPherson,6.3,6.5,6.5,6.5,6.1,6.1
4223,McPherson,6.3,6.5,6.5,6.5,6.1,6.1
4224,McPherson,6.3,6.5,6.5,6.5,6.1,6.1
4225,McPherson,6.3,6.5,6.5,6.5,6.1,6.1
4226,McPherson,6.3,6.5,6.5,6.5,6.1,6.1
4226,Moncrieff,6.3,6.5,6.5,6.5,6.1,6.1
4227,McPherson,6.3,6.5,6.5,6.5,6.1,6.1
4228,McPherson,6.3,6.5,6.5,6.5,6.1,6.1
4229,McPherson,6.3,6.5,6.5,6.5,6.1,6.1
4230,McPherson,6.3,6.5,6.5,6.5,6.1,6.1
4270,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4271,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4272,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4275,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4280,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4285,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4287,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4300,Blair,4,4,4,4,4.2,4.2
4300,Oxley,4,4,4,4,4.2,4.2
4301,Oxley,4,4,4,4,4.2,4.2
4303,Oxley,4,4,4,4,4.2,4.2
4304,Oxley,4,4,4,4,4.2,4.2
4305,Blair,4,4,4,4,4.2,4.2
4305,Oxley,4,4,4,4,4.2,4.2
4306,Blair,4,4,4,4,4.2,4.2
4306,Ryan,6.3,6.5,6.5,6.5,6.1,6.1
4307,Blair,4,4,4,4,4.2,4.2
4307,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4309,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4310,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4311,Blair,4,4,4,4,4.2,4.2
4312,Blair,4,4,4,4,4.2,4.2
4313,Blair,4,4,4,4,4.2,4.2
4340,Blair,4,4,4,4,4.2,4.2
4340,Forde,6.3,6.5,6.5,6.5,6.1,6.1
4341,Blair,4,4,4,4,4.2,4.2
4342,Blair,4,4,4,4,4.2,4.2
4343,Blair,4,4,4,4,4.2,4.2
4344,Blair,4,4,4,4,4.2,4.2
4345,Blair,4,4,4,4,4.2,4.2
4346,Blair,4,4,4,4,4.2,4.2
4347,Blair,4,4,4,4,4.2,4.2
4350,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4352,Blair,4,4,4,4,4.2,4.2
4352,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4352,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4353,Blair,4,4,4,4,4.2,4.2
4354,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4355,Blair,4,4,4,4,4.2,4.2
4355,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4356,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4357,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4358,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4359,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4360,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4361,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4361,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4362,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4363,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4364,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4365,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4370,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4371,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4372,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4373,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4374,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4375,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4376,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4377,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4378,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4380,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4381,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4382,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4383,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4384,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4385,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4387,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4388,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4390,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4400,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4401,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4402,Blair,4,4,4,4,4.2,4.2
4402,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4403,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4404,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4405,Groom,6.3,6.5,6.5,6.5,6.1,6.1
4405,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4406,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4407,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4408,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4410,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4411,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4412,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4413,Hinkler,6.3,6.5,6.5,6.5,6.1,6.1
4413,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4415,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4416,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4417,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4418,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4419,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4420,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4421,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4422,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4423,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4424,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4425,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4426,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4427,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4428,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4454,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4455,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4461,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4462,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4465,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4467,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4468,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4470,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4471,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4472,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4474,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4475,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4477,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4478,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4479,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4480,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4481,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4482,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4486,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4487,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4488,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4489,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4490,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4491,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4492,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4493,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4494,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4496,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4497,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4498,Maranoa,6.3,6.5,6.5,6.5,6.1,6.1
4500,Dickson,6.3,6.5,6.5,6.5,6.1,6.1
4501,Dickson,6.3,6.5,6.5,6.5,6.1,6.1
4502,Dickson,6.3,6.5,6.5,6.5,6.1,6.1
4503,Dickson,6.3,6.5,6.5,6.5,6.1,6.1
4503,Petrie,6.3,6.5,6.5,6.5,4.2,4.2
4504,Longman,4,6.5,6.5,6.5,6.1,6.1
4505,Longman,4,6.5,6.5,6.5,6.1,6.1
4506,Longman,4,6.5,6.5,6.5,6.1,6.1
4507,Longman,4,6.5,6.5,6.5,6.1,6.1
4508,Longman,4,6.5,6.5,6.5,6.1,6.1
4508,Petrie,6.3,6.5,6.5,6.5,4.2,4.2
4509,Petrie,6.3,6.5,6.5,6.5,4.2,4.2
4510,Longman,4,6.5,6.5,6.5,6.1,6.1
4511,Longman,4,6.5,6.5,6.5,6.1,6.1
4512,Longman,4,6.5,6.5,6.5,6.1,6.1
4514,Longman,4,6.5,6.5,6.5,6.1,6.1
4515,Blair,4,4,4,4,4.2,4.2
4516,Longman,4,6.5,6.5,6.5,6.1,6.1
4517,Longman,4,6.5,6.5,6.5,6.1,6.1
4518,Longman,4,6.5,6.5,6.5,6.1,6.1
4519,Fisher,6.3,6.5,6.5,6.5,6.1,6.1
4519,Longman,4,6.5,6.5,6.5,6.1,6.1
4520,Dickson,6.3,6.5,6.5,6.5,6.1,6.1
4521,Blair,4,4,4,4,4.2,4.2
4521,Dickson,6.3,6.5,6.5,6.5,6.1,6.1
4521,Longman,4,6.5,6.5,6.5,6.1,6.1
4550,Fisher,6.3,6.5,6.5,6.5,6.1,6.1
4550,Longman,4,6.5,6.5,6.5,6.1,6.1
4551,Fisher,6.3,6.5,6.5,6.5,6.1,6.1
4551,Longman,4,6.5,6.5,6.5,6.1,6.1
4552,Fisher,6.3,6.5,6.5,6.5,6.1,6.1
4553,Fisher,6.3,6.5,6.5,6.5,6.1,6.1
