SA3 Code,SA3_Name,Year,Remoteness ,State,Latitude,Longitude,Estimated Resident Population,Patent applicants (total),"Patent applicants (per 10,000 residents)",Trademark applicants (total),"Trademark applicants (per 10,000 residents)",New business entries,"New business entries (per 10,000 residents)",Business Research and Development Expenditure,Unemployed (total),Labour force (total),"Postgraduate Degree Level (total, 2011)","Graduate Diploma and Graduate Certificate Level (total, 2011)","Bachelor Degree Level (total, 2011)","Advanced Diploma and Diploma Level (total, 2011)","Certificate Level (total, 2011)","Year 12 or equivalent (total, 2011)","Did not go to school (total, 2011)",Accommodation and Food Services (count of businesses),Administrative and Support Services (count of businesses),"Agriculture, Forestry and Fishing (count of businesses)",Arts and Recreation Services (count of businesses),Construction (count of businesses),Education and Training (count of businesses),"Electricity, Gas, Water and Waste Services (count of businesses)",Financial and Insurance Services (count of businesses),Health Care and Social Assistance (count of businesses),Information Media and Telecommunications (count of businesses),Manufacturing (count of businesses),Mining (count of businesses),"Professional, Scientific and Technical Services (count of businesses)",Public Administration and Safety (count of businesses),"Rental, Hiring and Real Estate Services (count of businesses)",Retail Trade (count of businesses),"Transport, Postal and Warehousing (count of businesses)",Wholesale Trade (count of businesses),Top industry (by count of businesses),Count of University Campuses (2015),Count of TAFEs (2015),Count of Research Institutes (2015)
10501,Bourke - Cobar - Coonamble,2015,Remote Australia,New South Wales,-30.7258921,146.4140878,26585,2,0.8,7,2.6,NA,NA,NA,799,12886,143,131,1300,910,3437,5526,145,123,44,1653,15,236,6,15,88,66,6,55,68,83,6,181,168,150,48,"Agriculture, Forestry and Fishing",0,8,1
10502,Broken Hill and Far West,2009,Outer Regional Australia,New South Wales,-31.09501969,142.7174528,22180,1,0.5,10,4.5,155,69.9,135250,NA,NA,147,165,914,728,3341,3769,76,97,24,312,16,172,6,,52,29,3,30,18,59,6,82,135,72,37,"Agriculture, Forestry and Fishing",0,3,0
10502,Broken Hill and Far West,2010,Outer Regional Australia,New South Wales,-31.09501969,142.7174528,22041,0,0.0,1,0.5,167,75.8,0,920,9696,147,165,914,728,3341,3769,76,117,33,299,19,184,6,9,54,35,6,37,11,58,3,92,138,83,36,"Agriculture, Forestry and Fishing",0,3,0
10502,Broken Hill and Far West,2011,Outer Regional Australia,New South Wales,-31.09501969,142.7174528,21937,1,0.5,11,5.0,164,74.8,0,623,9861,147,165,914,728,3341,3769,76,110,43,310,15,160,21,3,57,42,6,40,15,55,,95,143,78,32,"Agriculture, Forestry and Fishing",0,3,0
10502,Broken Hill and Far West,2012,Outer Regional Australia,New South Wales,-31.09501969,142.7174528,21939,0,0.0,5,2.3,158,72.0,0,539,10124,147,165,914,728,3341,3769,76,107,41,307,14,164,17,6,64,45,3,51,13,54,3,102,141,67,25,"Agriculture, Forestry and Fishing",0,3,0
10502,Broken Hill and Far West,2013,Outer Regional Australia,New South Wales,-31.09501969,142.7174528,21836,0,0.0,0,0.0,124,56.8,0,715,9056,147,165,914,728,3341,3769,76,98,32,306,12,163,13,3,63,48,,43,9,58,3,96,120,68,29,"Agriculture, Forestry and Fishing",0,3,0
10502,Broken Hill and Far West,2014,Outer Regional Australia,New South Wales,-31.09501969,142.7174528,21826,0,0.0,8,3.7,132,60.5,0,753,9682,147,165,914,728,3341,3769,76,102,28,311,13,158,16,3,60,47,,39,9,53,,91,120,65,31,"Agriculture, Forestry and Fishing",0,3,0
10502,Broken Hill and Far West,2015,Outer Regional Australia,New South Wales,-31.09501969,142.7174528,21632,0,0.0,12,5.5,NA,NA,NA,632,9813,147,165,914,728,3341,3769,76,109,31,303,11,159,13,6,58,52,3,39,9,49,,88,122,57,33,"Agriculture, Forestry and Fishing",0,3,0
10503,Dubbo,2009,Inner Regional Australia,New South Wales,-31.85906414,148.8397891,68944,12,1.7,41,5.9,686,99.5,2943647,NA,NA,616,553,4288,2991,11278,16622,214,303,131,2473,55,904,67,12,237,241,19,201,12,321,21,416,421,447,194,"Agriculture, Forestry and Fishing",2,6,3
10503,Dubbo,2010,Inner Regional Australia,New South Wales,-31.85906414,148.8397891,69491,11,1.6,29,4.2,883,127.1,2618956,1868,33068,616,553,4288,2991,11278,16622,214,287,164,2485,79,918,75,15,262,272,26,225,9,323,24,463,444,458,185,"Agriculture, Forestry and Fishing",2,6,3
10503,Dubbo,2011,Inner Regional Australia,New South Wales,-31.85906414,148.8397891,69556,4,0.6,47,6.8,780,112.1,2231461,1339,33756,616,553,4288,2991,11278,16622,214,295,159,2594,60,951,53,25,286,285,21,209,13,339,21,467,415,463,196,"Agriculture, Forestry and Fishing",2,6,3
10503,Dubbo,2012,Inner Regional Australia,New South Wales,-31.85906414,148.8397891,69898,1,0.1,47,6.7,749,107.2,1042534,1120,34876,616,553,4288,2991,11278,16622,214,314,170,2397,64,955,78,21,281,267,19,202,9,339,15,462,400,461,193,"Agriculture, Forestry and Fishing",2,6,3
10503,Dubbo,2013,Inner Regional Australia,New South Wales,-31.85906414,148.8397891,70331,10,1.4,41,5.8,666,94.7,3880283,1541,31581,616,553,4288,2991,11278,16622,214,321,153,2450,54,921,63,21,312,293,15,193,12,340,18,476,384,446,191,"Agriculture, Forestry and Fishing",2,6,3
10503,Dubbo,2014,Inner Regional Australia,New South Wales,-31.85906414,148.8397891,70927,5,0.7,42,5.9,748,105.5,4189033,1479,34039,616,553,4288,2991,11278,16622,214,326,147,2479,52,950,56,21,320,298,20,199,12,339,15,485,377,463,191,"Agriculture, Forestry and Fishing",2,6,3
10503,Dubbo,2015,Inner Regional Australia,New South Wales,-31.85906414,148.8397891,71174,14,2.0,46,6.5,NA,NA,NA,1335,34570,616,553,4288,2991,11278,16622,214,321,156,2413,49,1010,55,18,321,291,19,202,9,339,12,490,381,458,184,"Agriculture, Forestry and Fishing",2,6,3
10601,Lower Hunter,2009,Inner Regional Australia,New South Wales,-32.62379473,151.2242071,82002,30,3.7,100,12.2,677,82.6,173668016,NA,NA,583,476,4029,3729,16286,17346,300,325,211,1250,64,815,83,15,161,187,15,291,26,437,22,420,451,389,118,"Agriculture, Forestry and Fishing",0,3,0
10601,Lower Hunter,2010,Inner Regional Australia,New South Wales,-32.62379473,151.2242071,83327,23,2.8,103,12.4,760,91.2,163620040,1919,41796,583,476,4029,3729,16286,17346,300,349,205,1273,68,817,72,15,202,172,24,289,36,427,9,440,461,386,120,"Agriculture, Forestry and Fishing",0,3,0
10601,Lower Hunter,2011,Inner Regional Australia,New South Wales,-32.62379473,151.2242071,84692,22,2.6,88,10.4,692,81.7,57319983,1715,42370,583,476,4029,3729,16286,17346,300,329,207,1259,67,841,78,12,220,179,18,275,30,457,18,432,435,398,152,"Agriculture, Forestry and Fishing",0,3,0
10601,Lower Hunter,2012,Inner Regional Australia,New South Wales,-32.62379473,151.2242071,85996,24,2.8,111,12.9,733,85.2,20282701,1540,42677,583,476,4029,3729,16286,17346,300,326,209,1251,66,808,79,,227,177,24,286,40,457,15,464,425,392,126,"Agriculture, Forestry and Fishing",0,3,0
10601,Lower Hunter,2013,Inner Regional Australia,New South Wales,-32.62379473,151.2242071,87035,29,3.3,82,9.4,530,60.9,20320008,2303,44926,583,476,4029,3729,16286,17346,300,308,193,1233,60,788,75,9,238,171,15,292,27,455,9,463,397,386,128,"Agriculture, Forestry and Fishing",0,3,0
10601,Lower Hunter,2014,Inner Regional Australia,New South Wales,-32.62379473,151.2242071,88051,14,1.6,94,10.7,637,72.3,14624386,3661,42259,583,476,4029,3729,16286,17346,300,316,204,1215,70,792,69,6,251,175,24,290,29,429,9,454,386,367,137,"Agriculture, Forestry and Fishing",0,3,0
10601,Lower Hunter,2015,Inner Regional Australia,New South Wales,-32.62379473,151.2242071,89252,26,2.9,81,9.1,NA,NA,NA,4994,44247,583,476,4029,3729,16286,17346,300,322,216,1183,65,788,70,12,273,192,21,292,31,414,6,443,378,358,125,"Agriculture, Forestry and Fishing",0,3,0
10602,Maitland,2009,Major Cities of Australia,New South Wales,-32.70976669,151.5487316,63895,23,3.6,82,12.8,569,89.1,62128882,NA,NA,806,583,4359,3763,12440,17086,114,149,196,286,76,808,83,12,360,220,24,218,27,459,18,458,321,262,96,Construction,0,1,0
10602,Maitland,2010,Major Cities of Australia,New South Wales,-32.70976669,151.5487316,65097,18,2.8,76,11.7,625,96.0,83514649,1245,34214,806,583,4359,3763,12440,17086,114,158,199,291,75,790,79,12,407,216,15,196,44,478,27,478,336,260,110,Construction,0,1,0
10602,Maitland,2011,Major Cities of Australia,New South Wales,-32.70976669,151.5487316,66540,17,2.6,80,12.0,623,93.6,72558772,1109,34953,806,583,4359,3763,12440,17086,114,157,189,300,60,809,61,18,497,223,15,190,39,505,18,502,351,241,116,Construction,0,1,0
10602,Maitland,2012,Major Cities of Australia,New South Wales,-32.70976669,151.5487316,68487,21,3.1,90,13.1,602,87.9,70921571,984,35639,806,583,4359,3763,12440,17086,114,166,197,288,40,830,63,21,497,233,15,192,36,484,21,513,339,251,119,Construction,0,1,0
10602,Maitland,2013,Major Cities of Australia,New South Wales,-32.70976669,151.5487316,70049,24,3.4,104,14.8,516,73.7,28780840,1526,37904,806,583,4359,3763,12440,17086,114,169,185,287,52,812,64,12,562,238,19,193,32,500,16,508,326,243,105,Construction,0,1,0
10602,Maitland,2014,Major Cities of Australia,New South Wales,-32.70976669,151.5487316,71767,14,2.0,76,10.6,656,91.4,25484289,2516,36095,806,583,4359,3763,12440,17086,114,166,186,277,52,823,62,13,650,244,15,192,31,490,15,502,324,232,106,Construction,0,1,0
10602,Maitland,2015,Major Cities of Australia,New South Wales,-32.70976669,151.5487316,73213,9,1.2,66,9.0,NA,NA,NA,3412,37813,806,583,4359,3763,12440,17086,114,182,191,269,58,832,69,6,718,259,9,195,31,508,15,504,324,243,108,Construction,0,1,0
10603,Port Stephens,2009,Inner Regional Australia,New South Wales,-32.69742503,151.9035572,68138,21,3.1,61,9.0,576,84.5,3299011,NA,NA,780,519,3981,4281,13603,17274,170,258,158,363,70,989,33,12,268,146,18,233,15,422,21,540,412,350,136,Construction,0,1,0
10603,Port Stephens,2010,Inner Regional Australia,New South Wales,-32.69742503,151.9035572,69289,17,2.5,49,7.1,686,99.0,6002459,1583,32416,780,519,3981,4281,13603,17274,170,264,168,372,69,954,63,6,305,147,37,220,9,429,20,517,390,329,131,Construction,0,1,0
10603,Port Stephens,2011,Inner Regional Australia,New South Wales,-32.69742503,151.9035572,70039,20,2.9,57,8.1,520,74.2,3495706,1415,32717,780,519,3981,4281,13603,17274,170,254,166,352,75,931,50,10,328,150,35,246,18,440,18,515,380,333,132,Construction,0,1,0
10603,Port Stephens,2012,Inner Regional Australia,New South Wales,-32.69742503,151.9035572,70914,31,4.4,64,9.0,582,82.1,2620369,1240,32870,780,519,3981,4281,13603,17274,170,279,172,347,68,919,53,9,334,143,26,236,18,421,27,522,341,326,115,Construction,0,1,0
10603,Port Stephens,2013,Inner Regional Australia,New South Wales,-32.69742503,151.9035572,71755,14,2.0,56,7.8,495,69.0,3453837,1768,34606,780,519,3981,4281,13603,17274,170,268,162,337,58,890,52,3,340,162,15,225,24,403,27,506,340,305,122,Construction,0,1,0
10603,Port Stephens,2014,Inner Regional Australia,New South Wales,-32.69742503,151.9035572,72417,14,1.9,54,7.5,561,77.5,5350867,2537,32447,780,519,3981,4281,13603,17274,170,267,168,339,50,885,48,12,354,166,21,225,15,431,27,520,339,311,110,Construction,0,1,0
10603,Port Stephens,2015,Inner Regional Australia,New South Wales,-32.69742503,151.9035572,73100,28,3.8,59,8.1,NA,NA,NA,3393,34007,780,519,3981,4281,13603,17274,170,254,159,316,46,928,61,12,356,171,12,218,18,428,24,526,322,321,115,Construction,0,1,0
10604,Upper Hunter,2009,Inner Regional Australia,New South Wales,-32.1087795,150.7001015,29679,9,3.0,9,3.0,301,101.4,49438571,NA,NA,204,184,1518,1285,5541,6645,58,117,64,1016,36,301,21,3,68,47,3,67,9,122,3,193,156,135,53,"Agriculture, Forestry and Fishing",0,2,0
10604,Upper Hunter,2010,Inner Regional Australia,New South Wales,-32.1087795,150.7001015,30091,5,1.7,20,6.6,378,125.6,13883681,544,16103,204,184,1518,1285,5541,6645,58,136,81,1009,40,299,21,3,81,57,9,82,6,144,18,201,147,121,49,"Agriculture, Forestry and Fishing",0,2,0
10604,Upper Hunter,2011,Inner Regional Australia,New South Wales,-32.1087795,150.7001015,30534,3,1.0,11,3.6,420,137.6,12738439,514,16319,204,184,1518,1285,5541,6645,58,126,112,1057,33,302,20,3,96,57,3,81,11,151,12,208,149,128,53,"Agriculture, Forestry and Fishing",0,2,0
10604,Upper Hunter,2012,Inner Regional Australia,New South Wales,-32.1087795,150.7001015,31204,10,3.2,9,2.9,346,110.9,8300183,425,16556,204,184,1518,1285,5541,6645,58,125,103,1022,38,290,12,3,104,68,12,81,12,145,6,201,150,125,44,"Agriculture, Forestry and Fishing",0,2,0
10604,Upper Hunter,2013,Inner Regional Australia,New South Wales,-32.1087795,150.7001015,31489,9,2.9,26,8.3,270,85.7,101122,624,17352,204,184,1518,1285,5541,6645,58,108,68,1041,38,285,20,,102,73,9,61,9,150,9,203,141,121,48,"Agriculture, Forestry and Fishing",0,2,0
10604,Upper Hunter,2014,Inner Regional Australia,New South Wales,-32.1087795,150.7001015,31685,1,0.3,18,5.7,291,91.8,134171,1115,16220,204,184,1518,1285,5541,6645,58,113,62,1060,38,279,16,,114,73,4,58,7,142,9,210,128,118,45,"Agriculture, Forestry and Fishing",0,2,0
10604,Upper Hunter,2015,Inner Regional Australia,New South Wales,-32.1087795,150.7001015,31749,3,0.9,7,2.2,NA,NA,NA,1663,16979,204,184,1518,1285,5541,6645,58,116,76,1070,35,269,24,,113,82,3,58,12,139,6,202,126,110,51,"Agriculture, Forestry and Fishing",0,2,0
10701,Dapto - Port Kembla,2009,Major Cities of Australia,New South Wales,-34.48809696,150.79923,74510,13,1.7,48,6.4,551,73.9,13662444,NA,NA,890,498,3747,3855,13080,18080,716,146,163,107,41,714,66,9,160,163,16,224,6,315,18,294,344,356,124,Construction,0,2,0
10701,Dapto - Port Kembla,2010,Major Cities of Australia,New South Wales,-34.48809696,150.79923,75209,14,1.9,44,5.9,587,78.0,13914065,2836,31974,890,498,3747,3855,13080,18080,716,170,159,121,46,710,40,9,156,152,21,220,3,317,33,322,328,348,115,Construction,0,2,0
10701,Dapto - Port Kembla,2011,Major Cities of Australia,New South Wales,-34.48809696,150.79923,75330,11,1.5,51,6.8,463,61.5,14015548,2625,31695,890,498,3747,3855,13080,18080,716,171,152,77,40,716,51,12,178,162,17,214,3,335,21,303,298,340,120,Construction,0,2,0
10701,Dapto - Port Kembla,2012,Major Cities of Australia,New South Wales,-34.48809696,150.79923,75503,14,1.9,36,4.8,468,62.0,10541244,3221,32955,890,498,3747,3855,13080,18080,716,162,155,75,32,697,65,21,168,169,21,217,12,327,27,304,302,343,120,Construction,0,2,0
10701,Dapto - Port Kembla,2013,Major Cities of Australia,New South Wales,-34.48809696,150.79923,75830,19,2.5,48,6.3,407,53.7,15861311,2856,33487,890,498,3747,3855,13080,18080,716,152,148,62,35,658,49,12,161,178,10,204,12,335,25,305,287,330,110,Construction,0,2,0
10701,Dapto - Port Kembla,2014,Major Cities of Australia,New South Wales,-34.48809696,150.79923,76363,10,1.3,53,6.9,425,55.7,7214444,2478,34247,890,498,3747,3855,13080,18080,716,159,140,60,33,637,50,9,172,186,13,211,6,331,21,298,287,328,105,Construction,0,2,0
10701,Dapto - Port Kembla,2015,Major Cities of Australia,New South Wales,-34.48809696,150.79923,77067,10,1.3,50,6.5,NA,NA,NA,2992,36118,890,498,3747,3855,13080,18080,716,157,123,56,29,662,58,9,178,183,18,211,9,329,25,319,281,313,100,Construction,0,2,0
10702,Illawarra Catchment Reserve,2009,Inner Regional Australia,New South Wales,-34.36944615,150.7154585,13,0,0.0,0,0.0,0,0.0,0,NA,NA,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,NA,0,0,0
10702,Illawarra Catchment Reserve,2010,Inner Regional Australia,New South Wales,-34.36944615,150.7154585,13,0,0.0,1,769.2,0,0.0,0,NA,NA,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,NA,0,0,0
10702,Illawarra Catchment Reserve,2011,Inner Regional Australia,New South Wales,-34.36944615,150.7154585,13,0,0.0,2,1538.5,0,0.0,0,NA,NA,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,NA,0,0,0
10702,Illawarra Catchment Reserve,2012,Inner Regional Australia,New South Wales,-34.36944615,150.7154585,13,0,0.0,0,0.0,0,0.0,0,NA,NA,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,NA,0,0,0
10702,Illawarra Catchment Reserve,2013,Inner Regional Australia,New South Wales,-34.36944615,150.7154585,13,0,0.0,0,0.0,0,0.0,0,NA,NA,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,NA,0,0,0
10702,Illawarra Catchment Reserve,2014,Inner Regional Australia,New South Wales,-34.36944615,150.7154585,13,0,0.0,0,0.0,0,0.0,0,NA,NA,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,NA,0,0,0
10702,Illawarra Catchment Reserve,2015,Inner Regional Australia,New South Wales,-34.36944615,150.7154585,13,0,0.0,1,769.2,NA,NA,NA,NA,NA,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,NA,0,0,0
10703,Kiama - Shellharbour,2009,Major Cities of Australia,New South Wales,-34.6478533,150.7664797,84940,20,2.4,59,6.9,649,76.4,126342,NA,NA,1169,844,5558,5288,16336,22347,380,215,193,256,73,1076,71,,209,212,18,158,3,436,30,406,406,329,147,Construction,0,1,1
10703,Kiama - Shellharbour,2010,Major Cities of Australia,New South Wales,-34.6478533,150.7664797,86058,14,1.6,50,5.8,800,93.0,1009491,2495,38802,1169,844,5558,5288,16336,22347,380,250,185,293,80,1077,74,6,261,216,33,175,6,449,33,404,406,325,139,Construction,0,1,1
10703,Kiama - Shellharbour,2011,Major Cities of Australia,New South Wales,-34.6478533,150.7664797,86959,12,1.4,62,7.1,630,72.4,3590183,2402,38953,1169,844,5558,5288,16336,22347,380,242,181,238,74,1078,72,3,244,222,25,178,9,434,21,417,409,306,149,Construction,0,1,1
10703,Kiama - Shellharbour,2012,Major Cities of Australia,New South Wales,-34.6478533,150.7664797,87669,19,2.2,67,7.6,662,75.5,1948239,2834,40837,1169,844,5558,5288,16336,22347,380,230,165,234,65,1068,77,12,259,244,26,166,9,441,21,407,398,288,140,Construction,0,1,1
10703,Kiama - Shellharbour,2013,Major Cities of Australia,New South Wales,-34.6478533,150.7664797,88761,13,1.5,82,9.2,547,61.6,4236537,2555,41878,1169,844,5558,5288,16336,22347,380,223,152,208,65,1041,63,18,260,246,25,173,15,443,18,385,387,274,130,Construction,0,1,1
10703,Kiama - Shellharbour,2014,Major Cities of Australia,New South Wales,-34.6478533,150.7664797,89953,13,1.4,76,8.4,650,72.3,2992621,2286,43153,1169,844,5558,5288,16336,22347,380,234,170,214,64,1086,64,12,297,267,28,168,15,471,21,383,389,280,138,Construction,0,1,1
10703,Kiama - Shellharbour,2015,Major Cities of Australia,New South Wales,-34.6478533,150.7664797,91153,11,1.2,122,13.4,NA,NA,NA,2736,45468,1169,844,5558,5288,16336,22347,380,252,164,209,74,1091,65,18,306,286,30,152,9,479,21,397,388,271,134,Construction,0,1,1
10704,Wollongong,2009,Major Cities of Australia,New South Wales,-34.2520735,150.9320312,123364,56,4.5,137,11.1,1192,96.6,25851918,NA,NA,5206,1888,14129,8566,19605,47137,633,384,314,147,143,1379,144,18,716,631,80,344,12,1188,32,910,695,463,250,Construction,2,2,2
10704,Wollongong,2010,Major Cities of Australia,New South Wales,-34.2520735,150.9320312,125246,62,5.0,175,14.0,1421,113.5,27587123,3449,58885,5206,1888,14129,8566,19605,47137,633,412,335,145,146,1445,166,28,785,679,53,342,24,1229,46,943,688,467,248,Construction,2,2,2
10704,Wollongong,2011,Major Cities of Australia,New South Wales,-34.2520735,150.9320312,126725,57,4.5,205,16.2,1172,92.5,31400152,3300,59001,5206,1888,14129,8566,19605,47137,633,399,345,115,167,1457,165,16,791,721,73,358,21,1231,40,933,703,446,262,Construction,2,2,2
10704,Wollongong,2012,Major Cities of Australia,New South Wales,-34.2520735,150.9320312,127704,39,3.1,160,12.5,1102,86.3,31766276,4072,61644,5206,1888,14129,8566,19605,47137,633,398,328,111,165,1433,172,18,746,753,81,341,20,1176,25,948,667,439,266,Construction,2,2,2
10704,Wollongong,2013,Major Cities of Australia,New South Wales,-34.2520735,150.9320312,129353,37,2.9,220,17.0,931,72.0,31256541,3780,63106,5206,1888,14129,8566,19605,47137,633,374,318,103,152,1376,166,18,751,760,64,322,9,1168,35,925,643,411,257,Construction,2,2,2
10704,Wollongong,2014,Major Cities of Australia,New South Wales,-34.2520735,150.9320312,130329,26,2.0,191,14.7,1151,88.3,29888244,3271,64557,5206,1888,14129,8566,19605,47137,633,393,324,99,152,1381,161,9,781,791,72,310,19,1182,31,947,638,388,246,Construction,2,2,2
10704,Wollongong,2015,Major Cities of Australia,New South Wales,-34.2520735,150.9320312,131834,25,1.9,178,13.5,NA,NA,NA,3831,67988,5206,1888,14129,8566,19605,47137,633,422,332,87,153,1427,160,9,832,843,83,308,12,1199,29,962,631,364,233,Construction,2,2,2
10801,Great Lakes,2009,Inner Regional Australia,New South Wales,-32.3351385,152.1572694,30285,7,2.3,17,5.6,239,78.9,320771,NA,NA,265,232,1525,1674,5859,6621,70,142,83,390,22,484,21,9,115,100,6,122,3,147,6,243,214,112,48,Construction,0,1,0
10801,Great Lakes,2010,Inner Regional Australia,New South Wales,-32.3351385,152.1572694,30706,5,1.6,21,6.8,298,97.0,375759,694,9614,265,232,1525,1674,5859,6621,70,133,80,396,21,473,18,9,110,92,3,110,12,146,6,245,190,107,57,Construction,0,1,0
10801,Great Lakes,2011,Inner Regional Australia,New South Wales,-32.3351385,152.1572694,30967,3,1.0,15,4.8,249,80.4,602693,688,10053,265,232,1525,1674,5859,6621,70,144,62,400,26,474,28,13,98,97,6,105,12,170,12,237,193,116,47,Construction,0,1,0
10801,Great Lakes,2012,Inner Regional Australia,New South Wales,-32.3351385,152.1572694,31145,3,1.0,21,6.7,231,74.2,667107,577,10016,265,232,1525,1674,5859,6621,70,140,58,365,19,473,18,11,91,105,12,101,9,146,6,232,175,99,55,Construction,0,1,0
